,id,wgslng,wgslat,typei
0,B0FFI2ZLS1,104.062166,30.68563,00
1,B001C7WD8V,104.055001,30.691988000000002,00
2,B001C002C3,104.046115,30.67667,00
3,B001C005AD,104.064024,30.693486,00
4,B001C003FB,104.054929,30.693928999999997,00
5,B001C0051C,104.044294,30.697124,00
6,B0GRKC6G3R,104.067205,30.680799,00
7,B0FFHNQUA0,104.057005,30.679501000000002,00
8,B0FFG35498,104.056846,30.68308,00
9,B001C8WIOO,104.05034,30.680640999999998,00
10,B0FFH29HQI,104.05676899999999,30.683059999999998,00
11,B0FFFVWG0G,104.055258,30.675597999999997,00
12,B001C92323,104.055094,30.680387,00
13,B0FFH4SM1N,104.056949,30.67946400000001,00
14,B0HB3O95HR,104.064739,30.676422,00
15,B0G07B0222,104.057621,30.684513,00
16,B0FFG7LWAJ,104.056364,30.696753,00
17,B001C8O56D,104.057393,30.686320000000002,00
18,B0FFHGJLD9,104.05134100000001,30.680404,00
19,B0FFLDXUKX,104.05544499999999,30.676016999999998,00
20,B001C7YOIZ,104.045419,30.671196999999996,00
21,B0FFLCHRVW,104.056073,30.675129,00
22,B0GU3CL0DB,104.055926,30.67546500000001,00
23,B0FFLA45K2,104.055922,30.675437,00
24,B0FFHCOGEL,104.054653,30.674965000000004,00
25,B0GRVCT3MW,104.065667,30.683790999999996,00
26,B0GKUHGUM1,104.05595500000001,30.67543400000001,00
27,B0GD9DL6VS,104.05689,30.67429000000001,00
28,B0FFFYN839,104.062617,30.68687700000001,00
29,B001C91XR8,104.06294100000001,30.67538900000001,00
30,B0FFGZZZ48,104.06254799999999,30.673724,00
31,B0FFKYMLAT,104.065715,30.683918,00
32,B0G3AB8LDN,104.067059,30.676472999999998,00
33,B0GKFCNL6V,104.060024,30.688147999999998,00
34,B0H6G6USY1,104.06021899999999,30.688171,00
35,B0FFHG0EOS,104.06249100000001,30.67379600000001,00
36,B0FFL3NPR6,104.056083,30.67522,00
37,B0FFF2WCQ1,104.07831999999999,30.662511,00
38,B0FFL9J47M,104.054509,30.675116999999997,00
39,B0FFG93R15,104.054734,30.691832,00
40,B001C7WNNV,104.07079399999999,30.671861,00
41,B0FFM5P6J1,104.054603,30.676358,00
42,B0G3LHH4J5,104.063505,30.687461,00
43,B0FFLJCDJB,104.062517,30.673744,00
44,B0FFMC9BTB,104.05377800000001,30.67548,00
45,B0FFGDR5H8,104.063057,30.672953999999997,00
46,B0G0B1563Q,104.070249,30.67923900000001,00
47,B001C7WDRZ,104.06720200000001,30.704602,00
48,B001C7WPZ9,104.06150799999999,30.703545000000002,00
49,B0FFFZOH65,104.073256,30.678144,00
50,B0FFIJXCP9,104.07154,30.68117100000001,00
51,B001C7WQSC,104.043684,30.70487,00
52,B0G10CEZ8E,104.068763,30.673103,00
53,B0FFK7CTQG,104.054992,30.676417999999998,00
54,B0FFGA0NNS,104.051334,30.677503,00
55,B0FFI8J46L,104.074636,30.678146999999996,00
56,B0FFHNE6ZO,104.058688,30.68797,00
57,B0FFK85KF0,104.056822,30.675110999999998,00
58,B0FFIR9BRW,104.06380300000001,30.656688,00
59,B0G2VMJS73,104.06204100000001,30.672486,00
60,B0FFM4I02J,104.054514,30.690405,00
61,B0GKCARIRO,104.05095,30.673182,00
62,B0GKNZ8UDR,104.055701,30.684635999999998,00
63,B0FFKCP8L2,104.053706,30.67551,00
64,B0FFFW985X,104.05026600000001,30.671640000000004,00
65,B0FFH9CQMA,104.063574,30.692983,00
66,B0FFKRCEYM,104.046252,30.681446,00
67,B0FFK55OGU,104.072923,30.678729999999998,00
68,B0FFIW8C72,104.047013,30.672123,00
69,B0FFGYNB95,104.0455,30.67115,00
70,B0FFKZLL7H,104.072845,30.678772,00
71,B0G25MSWV2,104.07079300000001,30.671861,00
72,B0GRV5TINT,104.046984,30.672124,00
73,B001C8N2NW,104.054974,30.69019500000001,00
74,B0FFIRV3KA,104.046345,30.677398999999998,00
75,B0FFI40YLN,104.075319,30.681076,00
76,B0HBOHLX04,104.054969,30.691812,00
77,B0FFL93O7G,104.06712900000001,30.667973999999997,00
78,B0FFH9XU1N,104.050276,30.690929999999998,00
79,B0FFF6YN72,104.049038,30.691798,00
80,B0GKK5X60Y,104.062223,30.692390000000003,00
81,B0GU5UVDX3,104.073962,30.676513,00
82,B0FFHF5BEB,104.046163,30.669965,00
83,B0HGU5F9XS,104.07378800000001,30.689233,00
84,B0FFIZSP5K,104.060532,30.672045,00
85,B0FFM4Z6NC,104.043724,30.676846,00
86,B0FFLPAAHY,104.06376800000001,30.667728000000004,00
87,B0HGUUGCR2,104.067481,30.666439,00
88,B0FFFVX5MW,104.04792900000001,30.696314,00
89,B0GDLNHLRB,104.066446,30.666953000000003,00
90,B0FFIZM2MN,104.054903,30.690845,00
91,B0FFJ8JO9G,104.063592,30.692973,00
92,B0FFJANM2Q,104.06342,30.687826,00
93,B0G2N96FN1,104.043762,30.686742,00
94,B0FFINBDNW,104.07266899999999,30.689284000000004,00
95,B0HGKUIE0T,104.05320999999999,30.69358900000001,00
96,B0FFJYKFNS,104.073036,30.688298,00
97,B0HG5CBBPQ,104.046503,30.667846,00
98,B0G24RF5K6,104.055598,30.69515800000001,00
99,B0H64UJRLP,104.056042,30.695063,00
100,B0FFI2EWMO,104.055796,30.696701,00
101,B0H62HXMM2,104.07318199999999,30.689312,00
102,B0FFFM32JS,104.05227,30.69687,00
103,B0GDL7KE7I,104.050062,30.665982,00
104,B0G1PPIC77,104.049911,30.66605,00
105,B0FFIOVBOO,104.076141,30.673544,00
106,B0FFGCHZVJ,104.074339,30.704667999999998,00
107,B0GR7ZG1JU,104.049409,30.691947999999996,00
108,B0FFFM32JW,104.070493,30.698311999999998,00
109,B0FFG0NB1T,104.06836700000001,30.696655,00
110,B0FFI9RCV4,104.055916,30.695104999999998,00
111,B0HGKZHHE5,104.078879,30.677552000000002,00
112,B0G06GNOC2,104.056453,30.69604600000001,00
113,B0GUJBOKTA,104.06922800000001,30.665316999999998,00
114,B0FFID4KD3,104.075912,30.671490999999996,00
115,B0FFKHH941,104.05192,30.66501400000001,00
116,B0FFI9L915,104.045125,30.689519,00
117,B0HGU5FOZU,104.044696,30.694257,00
118,B0FFL9IBAC,104.058881,30.662812,00
119,B0FFH88GL8,104.072409,30.662478999999998,00
120,B0FFGSMKIP,104.071373,30.691834999999998,00
121,B0G0CPR3NO,104.06923499999999,30.66525,00
122,B0FFGFDU18,104.068692,30.67237,00
123,B0G17SV4P0,104.06879,30.665055,00
124,B0FFKMY600,104.045222,30.69298,00
125,B0FFGFMXRK,104.055642,30.695111999999998,00
126,B0FFGBJ069,104.05636700000001,30.700403,00
127,B0FFL5KIKP,104.055363,30.696545,00
128,B0FFHCWKJ5,104.060363,30.69907700000001,00
129,B0FFJ0HE93,104.07859499999999,30.670695000000002,00
130,B0FFL10D17,104.079534,30.672047999999997,00
131,B0FFL9N3FW,104.072287,30.689157,00
132,B0FFHJJ6ME,104.068578,30.666256,00
133,B0FFGXH2N5,104.05242700000001,30.660465000000002,00
134,B0FFGFPC04,104.045603,30.69728,00
135,B0FFL32HYK,104.07913,30.68784,00
136,B0FFLJRBWZ,104.07074399999999,30.663798,00
137,B0FFFTLRME,104.072121,30.661303999999998,00
138,B0FFJMD60W,104.05333399999999,30.660497999999997,00
139,B0FFHU7QR7,104.04816,30.665314000000002,00
140,B0FFMCMKEW,104.04350699999999,30.696801,00
141,B0G095P21J,104.06996,30.697710999999998,00
142,B0FFKFXFZC,104.047216,30.69597700000001,00
143,B0H6RXAN72,104.055504,30.659427,00
144,B0H6F13QWY,104.066396,30.666714000000002,00
145,B001C8XJTJ,104.07954699999999,30.672072999999997,00
146,B0GR7GEZDM,104.053415,30.660507,00
147,B0HGZ407P5,104.074573,30.675534999999996,00
148,B0FFGB81VW,104.05556999999999,30.698696,00
149,B0FFGK30UJ,104.074065,30.664933,00
150,B0FFK7CTX9,104.068864,30.668217,00
151,B0G0X5262V,104.073471,30.659396,00
152,B0HBKAP7UO,104.06205200000001,30.658454,00
153,B0FFH18U5D,104.075384,30.66362100000001,00
154,B0FFJCMN61,104.06448,30.65845,00
155,B0GUKACIEV,104.078637,30.662532000000002,00
156,B0FFL4APWJ,104.069413,30.660322999999998,00
157,B001C80EPI,104.05903,30.70497,00
158,B0FFL52DER,104.07075999999999,30.698693,00
159,B0FFI72DM9,104.075967,30.66355,00
160,B0GK6GPJGG,104.067604,30.666217,00
161,B0G17SV3HL,104.078654,30.670609000000002,00
162,B001C7WC6F,104.045411,30.697482,00
163,B0FFLAMDF3,104.06394399999999,30.656675,00
164,B0FFLGXSTJ,104.059074,30.704956,00
165,B0GD9HN5DW,104.07169,30.664004,00
166,B0H6FU43SF,104.07881,30.658610999999997,00
167,B0GUX1A7G7,104.04531899999999,30.702621,00
168,B0FFGCGSUZ,104.073216,30.657534000000002,00
169,B0H6HUHQ7J,104.05933,30.656171999999998,00
170,B0FFKZY5JE,104.062784,30.656137,00
171,B0GKMDR3LB,104.078877,30.657272999999996,00
